timestamp,sensor_id,reading
2024-01-12 21:00:00,102,66.92
2024-01-12 22:00:00,102,55.04
2024-01-12 23:00:00,103,33.85
2024-01-13 00:00:00,103,55.08
2024-01-13 01:00:00,101,59.83
2024-01-13 02:00:00,104,57.52
2024-01-13 03:00:00,101,38.36
2024-01-13 04:00:00,101,49.94
2024-01-13 05:00:00,102,71.84
2024-01-13 06:00:00,103,41.26
2024-01-13 07:00:00,103,53.94
2024-01-13 08:00:00,101,43.09
2024-01-13 09:00:00,101,37.89
2024-01-13 10:00:00,104,46.28
2024-01-13 11:00:00,102,60.91
2024-01-13 12:00:00,101,62.2
2024-01-13 13:00:00,101,41.79
2024-01-13 14:00:00,103,45.87
2024-01-13 15:00:00,102,41.72
2024-01-13 16:00:00,104,29.83
2024-01-13 17:00:00,103,56.67
2024-01-13 18:00:00,101,66.19
2024-01-13 19:00:00,102,65.62
2024-01-13 20:00:00,103,45.96
2024-01-13 21:00:00,101,63.9
2024-01-13 22:00:00,101,61.55
2024-01-13 23:00:00,101,47.26
2024-01-14 00:00:00,104,50.59
2024-01-14 01:00:00,101,46.96
2024-01-14 02:00:00,104,53.05
2024-01-14 03:00:00,102,68.81
2024-01-14 04:00:00,103,41.41
2024-01-14 05:00:00,101,38.74
2024-01-14 06:00:00,102,59.41
2024-01-14 07:00:00,103,51.28
2024-01-14 08:00:00,102,31.78
2024-01-14 09:00:00,103,40.58
2024-01-14 10:00:00,103,42.43
2024-01-14 11:00:00,102,44.62
2024-01-14 12:00:00,104,53.94
2024-01-14 13:00:00,104,60.67
2024-01-14 14:00:00,102,49.11
2024-01-14 15:00:00,102,52.22
2024-01-14 16:00:00,103,43.29
2024-01-14 17:00:00,104,60.95
2024-01-14 18:00:00,102,64.19
2024-01-14 19:00:00,101,48.12
2024-01-14 20:00:00,103,43.35
2024-01-14 21:00:00,103,71.48
2024-01-14 22:00:00,103,60.04
2024-01-14 23:00:00,101,41.84
2024-01-15 00:00:00,103,33.86
2024-01-15 01:00:00,103,47.84
2024-01-15 02:00:00,102,62.77
2024-01-15 03:00:00,103,45.34
2024-01-15 04:00:00,101,48.34
2024-01-15 05:00:00,103,45.87
2024-01-15 06:00:00,101,57.31
2024-01-15 07:00:00,102,64.76
2024-01-15 08:00:00,104,38.22
2024-01-15 09:00:00,104,47.93
2024-01-15 10:00:00,104,48.82
2024-01-15 11:00:00,101,44.59
2024-01-15 12:00:00,103,38.86
2024-01-15 13:00:00,101,59.04
2024-01-15 14:00:00,102,52.39
2024-01-15 15:00:00,101,58.04
2024-01-15 16:00:00,102,65.99
2024-01-15 17:00:00,102,47.19
2024-01-15 18:00:00,101,56.26
2024-01-15 19:00:00,104,46.82
2024-01-15 20:00:00,104,49.97
2024-01-15 21:00:00,103,54.19
2024-01-15 22:00:00,103,49.23
2024-01-15 23:00:00,103,35.75
2024-01-16 00:00:00,103,65.95
2024-01-16 01:00:00,102,52.38
2024-01-16 02:00:00,103,39.41
2024-01-16 03:00:00,102,28.77
2024-01-16 04:00:00,103,50.63
2024-01-16 05:00:00,102,57.42
2024-01-16 06:00:00,104,60.98
2024-01-16 07:00:00,104,62.07
2024-01-16 08:00:00,101,47.07
2024-01-16 09:00:00,101,57.34
2024-01-16 10:00:00,104,35.45
2024-01-16 11:00:00,102,52.4
2024-01-16 12:00:00,103,60.06
2024-01-16 13:00:00,101,44.78
2024-01-16 14:00:00,101,49.28
2024-01-16 15:00:00,101,51.95
2024-01-16 16:00:00,102,52.27
2024-01-16 17:00:00,102,65.8
2024-01-16 18:00:00,103,40.08
2024-01-16 19:00:00,104,64.3
2024-01-16 20:00:00,104,38.39
2024-01-16 21:00:00,104,44.21
2024-01-16 22:00:00,101,43.12
2024-01-16 23:00:00,101,50.02
2024-01-17 00:00:00,102,45.93
2024-01-17 01:00:00,104,55.73
2024-01-17 02:00:00,102,51.01
2024-01-17 03:00:00,104,72.94
2024-01-17 04:00:00,102,54.76
2024-01-17 05:00:00,104,48.36
2024-01-17 06:00:00,102,54.64
2024-01-17 07:00:00,103,56.88
2024-01-17 08:00:00,104,48.99
2024-01-17 09:00:00,104,39.75
2024-01-17 10:00:00,103,42.83
2024-01-17 11:00:00,102,52.68
2024-01-17 12:00:00,103,59.24
2024-01-17 13:00:00,104,55.72
2024-01-17 14:00:00,103,50.03
2024-01-17 15:00:00,102,56.55
2024-01-17 16:00:00,102,45.97
2024-01-17 17:00:00,101,53.5
2024-01-17 18:00:00,101,65.12
2024-01-17 19:00:00,104,62.07
2024-01-17 20:00:00,103,64.47
2024-01-17 21:00:00,103,47.19
2024-01-17 22:00:00,104,52.93
2024-01-17 23:00:00,104,40.79
2024-01-18 00:00:00,102,60.08
2024-01-18 01:00:00,103,46.63
2024-01-18 02:00:00,104,37.68
2024-01-18 03:00:00,101,45.89
2024-01-18 04:00:00,101,53.41
2024-01-18 05:00:00,102,28.78
2024-01-18 06:00:00,101,36.7
2024-01-18 07:00:00,101,60.74
2024-01-18 08:00:00,102,51.82
2024-01-18 09:00:00,103,50.41
2024-01-18 10:00:00,104,34.76
2024-01-18 11:00:00,101,66.72
2024-01-18 12:00:00,101,61.13
2024-01-18 13:00:00,103,57.88
2024-01-18 14:00:00,102,39.73
2024-01-18 15:00:00,104,56.64
2024-01-18 16:00:00,102,62.29
2024-01-18 17:00:00,102,47.58
2024-01-18 18:00:00,102,48.36
2024-01-18 19:00:00,103,46.11
2024-01-18 20:00:00,101,56.84
2024-01-18 21:00:00,102,48.48
2024-01-18 22:00:00,104,47.67
2024-01-18 23:00:00,104,36.3
2024-01-19 00:00:00,104,34.21
2024-01-19 01:00:00,103,60.21
2024-01-19 02:00:00,101,66.58
2024-01-19 03:00:00,103,59.48
2024-01-19 04:00:00,104,65.01
2024-01-19 05:00:00,101,45.42
2024-01-19 06:00:00,103,50.32
2024-01-19 07:00:00,103,54.55
2024-01-19 08:00:00,101,49.16
2024-01-19 09:00:00,102,67.51
2024-01-19 10:00:00,104,37.53
2024-01-19 11:00:00,101,45.07
2024-01-19 12:00:00,103,47.3
2024-01-19 13:00:00,101,43.72
2024-01-19 14:00:00,103,59.23
2024-01-19 15:00:00,103,30.83
2024-01-19 16:00:00,102,62.16
2024-01-19 17:00:00,103,59.84
2024-01-19 18:00:00,103,53.97
2024-01-19 19:00:00,101,64.77
2024-01-19 20:00:00,104,74.29
2024-01-19 21:00:00,102,52.64
2024-01-19 22:00:00,101,58.13
2024-01-19 23:00:00,102,54.76
2024-01-20 00:00:00,104,56.07
2024-01-20 01:00:00,101,45.81
2024-01-20 02:00:00,102,43.67
2024-01-20 03:00:00,103,56.97
2024-01-20 04:00:00,102,45.68
2024-01-20 05:00:00,102,60.22
2024-01-20 06:00:00,102,58.88
2024-01-20 07:00:00,101,46.47
2024-01-20 08:00:00,101,54.57
2024-01-20 09:00:00,101,51.73
2024-01-20 10:00:00,103,49.58
2024-01-20 11:00:00,101,62.29
2024-01-20 12:00:00,103,51.38
2024-01-20 13:00:00,102,53.31
2024-01-20 14:00:00,104,31.6
2024-01-20 15:00:00,104,56.96
2024-01-20 16:00:00,104,36.61
2024-01-20 17:00:00,102,47.14
2024-01-20 18:00:00,103,67.08
2024-01-20 19:00:00,103,68.84
2024-01-20 20:00:00,103,47.11
2024-01-20 21:00:00,103,38.45
2024-01-20 22:00:00,101,55.01
2024-01-20 23:00:00,104,47.04
2024-01-21 00:00:00,103,54.41
2024-01-21 01:00:00,101,37.58
2024-01-21 02:00:00,102,62.21
2024-01-21 03:00:00,102,66.5
2024-01-21 04:00:00,103,36.58
2024-01-21 05:00:00,104,43.33
2024-01-21 06:00:00,102,44.09
2024-01-21 07:00:00,101,58.37
2024-01-21 08:00:00,104,31.39
2024-01-21 09:00:00,103,53.12
2024-01-21 10:00:00,102,48.76
2024-01-21 11:00:00,103,43.14
2024-01-21 12:00:00,101,58.08
2024-01-21 13:00:00,102,31.57
2024-01-21 14:00:00,104,37.38
2024-01-21 15:00:00,103,43.24
2024-01-21 16:00:00,104,58.15
2024-01-21 17:00:00,103,47.59
2024-01-21 18:00:00,103,42.78
2024-01-21 19:00:00,101,55.87
2024-01-21 20:00:00,104,46.28
2024-01-21 21:00:00,101,44.64
2024-01-21 22:00:00,101,48.07
2024-01-21 23:00:00,104,54.49
2024-01-22 00:00:00,103,78.04
2024-01-22 01:00:00,103,40.24
2024-01-22 02:00:00,101,53.9
2024-01-22 03:00:00,103,49.59
2024-01-22 04:00:00,104,48.55
2024-01-22 05:00:00,101,66.34
2024-01-22 06:00:00,103,58.91
2024-01-22 07:00:00,101,57.9
2024-01-22 08:00:00,102,46.68
2024-01-22 09:00:00,101,42.75
2024-01-22 10:00:00,101,54.17
2024-01-22 11:00:00,101,48.38
2024-01-22 12:00:00,102,45.51
2024-01-22 13:00:00,104,57.95
2024-01-22 14:00:00,101,39.22
2024-01-22 15:00:00,101,44.01
2024-01-22 16:00:00,102,59.15
2024-01-22 17:00:00,102,50.47
2024-01-22 18:00:00,104,57.96
2024-01-22 19:00:00,101,42.79
2024-01-22 20:00:00,102,58.34
2024-01-22 21:00:00,101,44.23
2024-01-22 22:00:00,103,64.87
2024-01-22 23:00:00,103,59.25
2024-01-23 00:00:00,103,55.99
2024-01-23 01:00:00,103,66.7
2024-01-23 02:00:00,101,54.87
2024-01-23 03:00:00,103,45.07
2024-01-23 04:00:00,101,66.91
2024-01-23 05:00:00,104,54.86
2024-01-23 06:00:00,101,63.59
2024-01-23 07:00:00,102,52.95
2024-01-23 08:00:00,103,63.05
2024-01-23 09:00:00,101,42.8
2024-01-23 10:00:00,101,38.83
2024-01-23 11:00:00,103,37.43
2024-01-23 12:00:00,104,59.07
2024-01-23 13:00:00,104,31.85
2024-01-23 14:00:00,103,33.68
2024-01-23 15:00:00,101,37.33
2024-01-23 16:00:00,102,53.82
2024-01-23 17:00:00,104,55.88
2024-01-23 18:00:00,102,43.38
2024-01-23 19:00:00,103,59.39
2024-01-23 20:00:00,102,54.72
2024-01-23 21:00:00,101,63.63
2024-01-23 22:00:00,101,60.98
2024-01-23 23:00:00,103,44.67
2024-01-24 00:00:00,104,53.55
2024-01-24 01:00:00,101,49.92
2024-01-24 02:00:00,104,56.19
2024-01-24 03:00:00,104,53.61
2024-01-24 04:00:00,101,51.84
2024-01-24 05:00:00,104,58.7
2024-01-24 06:00:00,102,52.22
2024-01-24 07:00:00,103,58.93
2024-01-24 08:00:00,101,51.97
2024-01-24 09:00:00,101,50.05
2024-01-24 10:00:00,103,60.83
2024-01-24 11:00:00,102,61.14
2024-01-24 12:00:00,104,64.01
2024-01-24 13:00:00,102,57.92
2024-01-24 14:00:00,103,49.52
2024-01-24 15:00:00,103,53.54
2024-01-24 16:00:00,103,53.21
2024-01-24 17:00:00,101,34.1
2024-01-24 18:00:00,103,40.43
2024-01-24 19:00:00,103,66.86
2024-01-24 20:00:00,102,51.05
2024-01-24 21:00:00,101,23.18
2024-01-24 22:00:00,104,50.45
2024-01-24 23:00:00,103,53.24
2024-01-25 00:00:00,101,39.37
2024-01-25 01:00:00,102,74.34
2024-01-25 02:00:00,101,62.86
2024-01-25 03:00:00,103,59.73
2024-01-25 04:00:00,103,49.74
2024-01-25 05:00:00,104,56.43
2024-01-25 06:00:00,101,60.03
2024-01-25 07:00:00,104,56.37
2024-01-25 08:00:00,103,44.93
2024-01-25 09:00:00,101,53.5
2024-01-25 10:00:00,101,52.92
2024-01-25 11:00:00,101,54.5
2024-01-25 12:00:00,104,41.2
2024-01-25 13:00:00,101,54.19
2024-01-25 14:00:00,101,51.58
2024-01-25 15:00:00,103,53.9
2024-01-25 16:00:00,102,53.54
2024-01-25 17:00:00,104,37.17
2024-01-25 18:00:00,104,60.04
2024-01-25 19:00:00,101,58.96
2024-01-25 20:00:00,101,38.1
2024-01-25 21:00:00,104,50.52
2024-01-25 22:00:00,104,42.97
2024-01-25 23:00:00,103,46.92
2024-01-26 00:00:00,102,61.42
2024-01-26 01:00:00,101,56.69
2024-01-26 02:00:00,102,71.14
2024-01-26 03:00:00,102,52.28
2024-01-26 04:00:00,102,40.19
2024-01-26 05:00:00,101,52.46
2024-01-26 06:00:00,102,26.95
2024-01-26 07:00:00,102,69.03
2024-01-26 08:00:00,103,53.84
2024-01-26 09:00:00,103,55.66
2024-01-26 10:00:00,102,52.7
2024-01-26 11:00:00,103,42.66
2024-01-26 12:00:00,104,49.94
2024-01-26 13:00:00,101,43.28
2024-01-26 14:00:00,102,45.98
2024-01-26 15:00:00,102,54.33
2024-01-26 16:00:00,103,38.99
2024-01-26 17:00:00,101,67.31
2024-01-26 18:00:00,102,40.29
2024-01-26 19:00:00,103,59.16
2024-01-26 20:00:00,101,44.48
2024-01-26 21:00:00,104,38.42
2024-01-26 22:00:00,103,54.6
2024-01-26 23:00:00,103,52.37
2024-01-27 00:00:00,103,48.43
2024-01-27 01:00:00,102,50.05
2024-01-27 02:00:00,104,44.39
2024-01-27 03:00:00,102,54.79
2024-01-27 04:00:00,103,45.73
2024-01-27 05:00:00,104,50.69
2024-01-27 06:00:00,101,61.51
2024-01-27 07:00:00,101,37.25
2024-01-27 08:00:00,101,44.72
2024-01-27 09:00:00,104,43.64
2024-01-27 10:00:00,101,42.41
2024-01-27 11:00:00,103,36.9
2024-01-27 12:00:00,102,47.55
2024-01-27 13:00:00,103,51.76
2024-01-27 14:00:00,102,49.11
2024-01-27 15:00:00,103,34.32
2024-01-27 16:00:00,103,56.95
2024-01-27 17:00:00,103,57.19
2024-01-27 18:00:00,103,50.87
2024-01-27 19:00:00,104,40.21
2024-01-27 20:00:00,101,41.62
2024-01-27 21:00:00,102,69.48
2024-01-27 22:00:00,101,67.23
2024-01-27 23:00:00,102,54.82
2024-01-28 00:00:00,103,41.02
2024-01-28 01:00:00,104,62.62
2024-01-28 02:00:00,103,51.83
2024-01-28 03:00:00,101,66.71
2024-01-28 04:00:00,104,44.36
2024-01-28 05:00:00,104,54.71
2024-01-28 06:00:00,101,47.96
2024-01-28 07:00:00,101,57.52
2024-01-28 08:00:00,104,43.74
2024-01-28 09:00:00,102,59.16
2024-01-28 10:00:00,104,46.21
2024-01-28 11:00:00,102,41.19
2024-01-28 12:00:00,102,55.69
2024-01-28 13:00:00,101,52.37
2024-01-28 14:00:00,102,29.02
2024-01-28 15:00:00,101,49.62
2024-01-28 16:00:00,104,51.04
2024-01-28 17:00:00,103,51.87
2024-01-28 18:00:00,101,70.37
2024-01-28 19:00:00,103,43.62
2024-01-28 20:00:00,104,49.86
2024-01-28 21:00:00,103,33.12
2024-01-28 22:00:00,104,35.52
2024-01-28 23:00:00,102,44.32
2024-01-29 00:00:00,101,48.71
2024-01-29 01:00:00,101,48.04
2024-01-29 02:00:00,104,56.33
2024-01-29 03:00:00,103,57.28
2024-01-29 04:00:00,104,60.05
2024-01-29 05:00:00,102,48.37
2024-01-29 06:00:00,104,54.89
2024-01-29 07:00:00,104,42.86
2024-01-29 08:00:00,103,53.59
2024-01-29 09:00:00,103,54.79
2024-01-29 10:00:00,101,45.0
2024-01-29 11:00:00,102,17.94
2024-01-29 12:00:00,102,43.49
2024-01-29 13:00:00,102,75.65
2024-01-29 14:00:00,104,49.02
2024-01-29 15:00:00,102,43.63
2024-01-29 16:00:00,103,51.05
2024-01-29 17:00:00,103,61.1
2024-01-29 18:00:00,103,53.31
2024-01-29 19:00:00,101,47.93
2024-01-29 20:00:00,102,37.19
2024-01-29 21:00:00,103,47.02
2024-01-29 22:00:00,102,38.06
2024-01-29 23:00:00,104,53.5
2024-01-30 00:00:00,103,65.01
2024-01-30 01:00:00,102,60.48
2024-01-30 02:00:00,101,44.06
2024-01-30 03:00:00,104,40.15
2024-01-30 04:00:00,101,36.07
2024-01-30 05:00:00,103,54.38
2024-01-30 06:00:00,104,55.63
2024-01-30 07:00:00,103,57.83
2024-01-30 08:00:00,103,53.33
2024-01-30 09:00:00,103,37.87
2024-01-30 10:00:00,104,30.75
2024-01-30 11:00:00,102,61.05
2024-01-30 12:00:00,102,41.55
2024-01-30 13:00:00,101,68.85
2024-01-30 14:00:00,102,28.83
2024-01-30 15:00:00,101,38.86
2024-01-30 16:00:00,102,40.54
2024-01-30 17:00:00,102,52.51
2024-01-30 18:00:00,104,56.5
2024-01-30 19:00:00,102,44.34
2024-01-30 20:00:00,103,55.8
2024-01-30 21:00:00,104,36.85
2024-01-30 22:00:00,103,44.84
2024-01-30 23:00:00,104,37.72
2024-01-31 00:00:00,103,44.27
2024-01-31 01:00:00,102,43.42
2024-01-31 02:00:00,102,52.85
2024-01-31 03:00:00,101,84.16
2024-01-31 04:00:00,104,36.12
2024-01-31 05:00:00,103,47.78
2024-01-31 06:00:00,101,56.62
2024-01-31 07:00:00,103,50.5
2024-01-31 08:00:00,101,63.96
2024-01-31 09:00:00,101,39.57
2024-01-31 10:00:00,104,57.53
2024-01-31 11:00:00,101,41.96
2024-01-31 12:00:00,102,57.96
2024-01-31 13:00:00,101,51.45
2024-01-31 14:00:00,101,52.25
